"","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","schoolsup","famsup","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","failures.Math","paid.Math","absences.Math","G1.Math","G2.Math","G3.Math","failures.Port","paid.Port","absences.Port","G1.Port","G2.Port","G3.Port"
"121.3","GP","F",17,"U","GT3","T",3,2,"other","other","course","mother",1,2,"no","no","yes","no","yes","yes","no",5,3,4,1,3,3,0,"no",10,16,15,15,0,"no",2,17,18,17
"95.2","GP","F",17,"R","GT3","T",2,1,"at_home","services","reputation","mother",2,2,"no","yes","yes","yes","yes","yes","no",4,2,5,1,2,5,0,"no",2,6,6,6,0,"no",0,11,10,11
"204.2","GP","M",15,"U","GT3","T",4,4,"teacher","health","reputation","mother",1,2,"no","yes","yes","yes","yes","no","no",3,2,2,1,1,5,0,"no",4,14,15,15,0,"no",8,15,15,16
"368.1","MS","M",19,"R","GT3","T",1,1,"other","other","home","other",3,1,"no","yes","no","yes","yes","yes","no",4,4,4,3,3,5,1,"no",4,8,8,8,1,"no",4,8,9,10
"331","GP","M",22,"U","GT3","T",3,1,"services","services","other","mother",1,1,"no","no","no","no","no","yes","yes",5,4,5,5,5,1,3,"no",16,6,8,8,3,"no",12,7,8,5
"11","GP","F",15,"U","GT3","A",4,3,"services","services","reputation","mother",1,2,"no","yes","yes","yes","yes","yes","no",4,3,2,1,1,1,0,"yes",0,14,15,15,0,"no",0,15,14,15
"112","GP","F",17,"U","GT3","T",1,1,"services","teacher","reputation","mother",1,3,"no","yes","no","yes","yes","yes","no",4,3,3,1,1,3,0,"yes",6,13,12,12,0,"no",0,13,13,14
"25.1","GP","F",15,"U","GT3","T",4,4,"services","at_home","course","mother",1,3,"no","yes","yes","yes","yes","yes","yes",4,3,3,1,1,5,0,"no",0,11,0,0,0,"no",4,13,14,15
"128.1","GP","F",17,"U","GT3","T",4,3,"health","services","reputation","mother",1,3,"no","yes","no","yes","yes","yes","no",4,2,2,1,2,3,0,"yes",0,15,15,15,0,"no",0,17,18,18
"158.5","GP","F",18,"U","GT3","T",3,2,"other","services","other","mother",1,3,"no","no","no","yes","yes","yes","yes",5,4,3,2,3,1,0,"no",7,13,13,14,0,"no",4,14,16,17
"190.2","GP","M",15,"U","GT3","T",4,0,"teacher","other","course","mother",2,4,"no","no","yes","yes","yes","yes","no",3,4,3,1,1,1,0,"no",8,11,11,10,0,"no",0,12,11,11
"366.1","MS","M",18,"U","LE3","T",1,3,"at_home","services","course","mother",1,1,"no","no","no","yes","no","yes","yes",4,3,3,2,3,3,1,"no",7,8,7,8,0,"no",0,9,10,9
"46.3","GP","F",16,"U","GT3","A",3,4,"services","other","course","father",1,1,"no","no","no","yes","yes","yes","no",3,2,1,1,4,5,0,"no",16,12,11,11,0,"no",12,15,13,14
"246.1","GP","M",16,"U","GT3","T",4,4,"services","services","course","mother",1,1,"no","no","yes","yes","yes","yes","no",5,3,2,1,2,5,0,"no",0,13,12,12,0,"yes",4,14,15,15
"165.1","GP","F",18,"U","LE3","A",4,4,"health","other","home","mother",1,2,"no","yes","no","yes","yes","yes","yes",4,2,4,1,1,4,0,"no",14,12,10,11,0,"yes",0,14,15,15
"340","MS","F",18,"R","GT3","T",1,1,"other","other","home","mother",4,3,"no","no","no","yes","yes","yes","no",4,3,2,1,2,4,0,"no",2,8,8,10,0,"no",4,10,11,12
"199.1","GP","M",15,"U","GT3","T",4,4,"health","services","home","mother",1,2,"no","yes","no","no","yes","yes","no",5,4,2,3,4,5,0,"yes",0,9,11,12,0,"yes",0,10,11,11
"319.1","GP","M",18,"U","LE3","A",4,4,"teacher","teacher","reputation","mother",1,2,"no","yes","yes","yes","yes","yes","no",5,4,3,1,1,2,0,"yes",9,15,13,15,0,"no",0,17,17,17
"5","GP","F",15,"R","GT3","T",3,3,"services","services","reputation","other",2,3,"no","yes","yes","yes","yes","yes","yes",4,2,1,2,3,3,2,"yes",8,10,10,10,0,"yes",2,13,13,13
"68.1","GP","F",16,"U","GT3","T",4,2,"health","services","home","father",1,2,"no","no","no","yes","yes","yes","yes",4,2,3,1,1,3,0,"yes",0,14,15,16,0,"no",0,17,17,18
"41.4","GP","F",16,"R","GT3","T",4,4,"health","teacher","other","mother",1,2,"no","yes","yes","yes","yes","no","no",2,4,4,2,3,4,0,"no",6,10,11,11,0,"no",0,17,16,16
"244","GP","M",16,"U","GT3","T",4,4,"health","other","course","mother",1,1,"no","yes","yes","yes","yes","yes","no",3,4,4,1,4,5,0,"no",18,14,11,13,0,"no",4,12,13,13
"120.1","GP","F",17,"U","GT3","T",3,2,"health","health","reputation","father",1,4,"no","yes","yes","no","yes","yes","no",5,2,2,1,2,5,0,"yes",0,17,17,18,0,"no",0,18,18,18
"53.2","GP","F",16,"U","GT3","T",2,2,"other","other","home","mother",1,2,"no","no","no","yes","yes","yes","yes",5,4,4,1,1,5,0,"yes",0,8,7,8,0,"no",0,12,11,11
"145.3","GP","F",18,"R","GT3","T",2,1,"other","other","reputation","mother",2,2,"no","yes","no","yes","no","yes","yes",4,3,5,1,2,3,0,"no",0,6,0,0,0,"no",12,8,9,10
"152.3","GP","F",18,"U","GT3","T",2,1,"other","other","course","other",2,3,"no","yes","no","no","yes","yes","yes",4,4,4,1,1,3,0,"yes",0,7,0,0,0,"no",10,12,10,11
"264.3","GP","M",16,"U","LE3","T",4,3,"teacher","other","course","mother",1,1,"no","no","yes","no","yes","yes","no",5,4,5,1,1,3,0,"no",0,6,0,0,0,"no",7,14,14,15
"321.5","GP","M",18,"U","LE3","T",2,1,"at_home","other","course","mother",4,2,"yes","yes","yes","yes","yes","yes","yes",4,3,2,4,5,3,0,"yes",14,10,8,9,0,"no",2,9,10,11
"178.5","GP","M",15,"R","GT3","T",4,4,"other","other","home","father",4,4,"no","yes","yes","yes","yes","yes","yes",1,3,5,3,5,1,0,"yes",6,10,13,13,0,"no",8,12,10,11
"209.2","GP","M",15,"U","LE3","T",1,2,"other","at_home","home","father",1,2,"yes","yes","yes","yes","yes","yes","no",4,3,2,1,1,5,0,"no",2,9,10,9,0,"no",0,14,13,14
"118.2","GP","F",17,"U","GT3","T",2,4,"services","services","reputation","father",1,2,"no","yes","yes","yes","yes","no","no",5,4,2,2,3,5,0,"no",0,16,17,17,0,"no",0,17,18,17
"222.1","GP","M",16,"R","GT3","T",4,3,"services","other","reputation","mother",2,1,"yes","yes","yes","no","yes","yes","no",3,3,3,1,1,4,0,"no",2,11,15,15,0,"yes",6,9,11,11
"183","GP","M",15,"U","GT3","T",2,2,"services","services","course","father",1,1,"yes","yes","no","yes","yes","yes","no",5,4,1,1,1,1,0,"no",0,8,8,11,0,"no",0,9,10,10
"68.2","GP","F",16,"U","GT3","T",4,2,"health","services","home","father",1,2,"no","no","no","yes","yes","yes","yes",4,2,3,1,1,3,0,"yes",0,14,15,16,0,"no",0,17,17,18
"83","GP","F",16,"U","LE3","T",2,2,"at_home","other","course","mother",1,2,"no","yes","no","yes","yes","no","no",4,3,4,1,2,2,0,"no",4,8,7,6,0,"no",6,13,11,11
"278.2","GP","M",17,"U","GT3","T",2,1,"other","other","home","mother",1,1,"no","yes","no","yes","yes","yes","no",5,4,5,1,2,5,3,"no",0,5,0,0,0,"no",22,9,7,6
"104","GP","F",17,"U","GT3","A",2,2,"at_home","at_home","home","father",1,2,"no","yes","no","yes","yes","yes","yes",3,3,1,1,2,4,1,"no",0,9,8,0,0,"no",18,10,12,14
"195.1","GP","M",15,"U","GT3","T",4,3,"teacher","other","home","mother",1,2,"no","yes","yes","yes","yes","yes","no",4,3,3,2,3,5,0,"yes",6,9,9,10,0,"no",0,11,11,11
"188.1","GP","M",15,"U","GT3","T",3,4,"other","other","reputation","father",1,1,"no","no","no","yes","yes","yes","no",3,4,3,1,2,4,0,"no",6,14,13,13,0,"no",2,14,13,14
"286","GP","M",17,"U","GT3","T",3,3,"services","services","other","mother",1,2,"no","yes","yes","yes","yes","yes","yes",4,3,4,2,3,4,0,"no",12,12,12,11,0,"no",6,11,13,14
"18.2","GP","F",15,"U","GT3","T",2,2,"other","other","course","mother",1,4,"yes","yes","no","yes","yes","yes","no",5,1,2,1,1,3,0,"yes",8,7,8,8,0,"no",4,10,10,10
"58","GP","F",16,"U","GT3","T",2,3,"other","other","reputation","mother",1,2,"yes","yes","yes","yes","yes","no","no",4,4,3,1,3,4,0,"yes",6,8,10,10,0,"no",4,11,12,12
"122.2","GP","F",17,"U","GT3","T",3,2,"other","other","home","mother",1,2,"no","yes","no","yes","yes","yes","yes",4,3,2,2,3,2,0,"yes",0,7,8,0,0,"no",0,12,13,15
"139","GP","F",17,"U","LE3","T",3,2,"other","other","reputation","mother",2,2,"no","no","no","yes","yes","yes","no",4,4,4,1,3,1,0,"yes",2,14,15,15,0,"no",2,14,16,15
"332.2","MS","F",17,"R","GT3","T",1,1,"other","services","reputation","mother",3,1,"no","yes","no","yes","yes","yes","yes",5,2,1,1,2,1,1,"yes",0,7,6,0,1,"no",0,8,8,9
"215","GP","M",15,"U","LE3","T",4,4,"health","services","course","father",1,1,"no","yes","yes","yes","yes","yes","no",4,3,3,1,3,5,0,"yes",2,14,14,14,0,"no",0,12,13,12
"94.3","GP","F",17,"R","GT3","T",2,1,"at_home","services","course","mother",3,2,"no","no","yes","yes","yes","no","no",2,1,1,1,1,3,0,"no",2,13,11,11,0,"no",2,13,13,13
"174.1","GP","M",15,"R","GT3","T",2,1,"health","services","reputation","mother",1,2,"no","no","yes","yes","yes","yes","yes",5,4,2,1,1,5,0,"no",8,9,9,9,0,"no",4,10,9,10
"204.3","GP","M",15,"U","GT3","T",4,4,"teacher","health","reputation","mother",1,2,"no","yes","yes","yes","yes","no","no",3,2,2,1,1,5,0,"no",4,14,15,15,0,"no",8,15,15,16
"126.3","GP","F",17,"U","GT3","T",4,2,"other","other","reputation","mother",2,3,"no","yes","no","yes","yes","yes","no",4,3,3,1,1,3,0,"yes",0,15,12,14,0,"no",0,16,16,16
"25.2","GP","F",15,"U","GT3","T",4,4,"services","at_home","course","mother",1,3,"no","yes","yes","yes","yes","yes","yes",4,3,3,1,1,5,0,"no",0,11,0,0,0,"no",4,13,14,15
"41.5","GP","F",16,"R","GT3","T",4,4,"health","teacher","other","mother",1,2,"no","yes","yes","yes","yes","no","no",2,4,4,2,3,4,0,"no",6,10,11,11,0,"no",0,17,16,16
"319.2","GP","M",18,"U","LE3","A",4,4,"teacher","teacher","reputation","mother",1,2,"no","yes","yes","yes","yes","yes","no",5,4,3,1,1,2,0,"yes",9,15,13,15,0,"no",0,17,17,17
"107","GP","F",17,"U","GT3","A",4,4,"other","teacher","home","mother",2,2,"yes","yes","no","yes","yes","no","no",4,1,4,1,1,1,0,"no",6,6,5,6,0,"no",2,10,13,13
"226","GP","M",16,"U","GT3","T",1,0,"other","other","reputation","mother",2,2,"no","yes","yes","yes","yes","yes","yes",4,3,2,1,1,3,0,"yes",2,13,15,16,0,"no",0,16,17,18
"224.1","GP","M",16,"R","LE3","T",3,3,"teacher","other","home","father",3,1,"no","yes","yes","yes","yes","yes","no",3,3,4,3,5,3,0,"yes",8,9,9,10,0,"no",16,10,11,12
"266.1","GP","M",17,"R","GT3","T",1,2,"at_home","other","home","mother",1,2,"no","no","no","yes","yes","no","no",3,1,3,1,5,3,0,"no",4,8,9,10,0,"no",6,9,9,10
"103.2","GP","F",17,"U","GT3","A",2,1,"other","other","course","mother",2,3,"no","no","yes","yes","yes","yes","yes",3,2,3,1,2,3,0,"no",10,12,10,12,0,"no",0,15,15,16
"357","MS","M",17,"U","LE3","T",3,1,"services","services","course","mother",2,1,"no","no","no","no","yes","yes","no",2,4,5,3,4,2,0,"no",3,14,16,16,0,"no",6,10,10,10
"252","GP","M",16,"U","LE3","A",3,4,"services","other","home","mother",1,2,"yes","yes","yes","yes","yes","yes","no",5,3,3,1,1,5,0,"no",4,11,11,11,0,"yes",2,12,12,13
"4.1","GP","F",15,"R","GT3","T",2,4,"services","health","course","mother",1,3,"yes","yes","yes","yes","yes","yes","no",4,3,2,1,1,5,0,"yes",2,10,9,8,0,"no",2,10,11,10
"175","GP","M",15,"R","GT3","T",2,3,"at_home","services","course","mother",1,2,"yes","no","yes","yes","yes","no","no",4,4,4,1,1,1,0,"yes",2,11,8,8,0,"yes",0,7,8,8
"103.3","GP","F",17,"U","GT3","A",2,1,"other","other","course","mother",2,3,"no","no","yes","yes","yes","yes","yes",3,2,3,1,2,3,0,"no",10,12,10,12,0,"no",0,15,15,16
"273.1","GP","M",17,"R","LE3","T",1,1,"other","services","course","mother",4,2,"no","no","yes","yes","no","no","yes",5,3,5,1,5,5,3,"no",0,5,8,7,0,"no",0,8,8,8
"20.1","GP","F",15,"U","GT3","T",3,2,"health","services","home","father",1,2,"no","yes","no","yes","yes","yes","no",3,3,2,1,1,3,3,"no",0,6,7,0,1,"no",2,11,11,11
"275.3","GP","M",17,"R","LE3","T",2,1,"at_home","other","course","mother",2,1,"no","no","yes","yes","no","yes","yes",3,3,2,2,2,5,2,"no",0,7,6,0,1,"yes",8,8,8,9
"150.1","GP","F",18,"U","GT3","A",4,4,"at_home","teacher","course","mother",2,2,"yes","no","no","yes","yes","no","no",4,3,4,1,1,3,0,"no",6,5,6,6,0,"no",4,0,11,11
"74.1","GP","F",16,"U","GT3","T",4,3,"teacher","other","other","mother",1,2,"no","no","yes","yes","yes","yes","yes",1,3,2,1,1,1,0,"yes",10,11,12,13,0,"no",4,14,15,15
"4.2","GP","F",15,"R","GT3","T",2,4,"services","health","course","mother",1,3,"yes","yes","yes","yes","yes","yes","no",4,3,2,1,1,5,0,"yes",2,10,9,8,0,"no",2,10,11,10
"190.3","GP","M",15,"U","GT3","T",4,0,"teacher","other","course","mother",2,4,"no","no","yes","yes","yes","yes","no",3,4,3,1,1,1,0,"no",8,11,11,10,0,"no",0,12,11,11
"339","MS","F",17,"U","LE3","T",4,4,"at_home","at_home","course","mother",1,2,"no","yes","yes","yes","yes","yes","yes",2,3,4,1,1,1,0,"yes",0,16,15,15,0,"no",4,15,14,15
"169","GP","F",18,"U","LE3","T",4,3,"other","other","home","other",2,2,"no","yes","no","yes","yes","yes","yes",4,4,5,1,2,2,0,"yes",10,10,8,8,0,"no",0,13,14,14
"104.1","GP","F",17,"U","GT3","A",2,2,"at_home","at_home","home","father",1,2,"no","yes","no","yes","yes","yes","yes",3,3,1,1,2,4,1,"no",0,9,8,0,0,"no",18,10,12,14
"248.1","GP","M",16,"U","GT3","T",4,4,"services","teacher","other","father",1,3,"no","yes","yes","yes","yes","yes","yes",4,4,3,1,1,4,0,"no",0,16,17,17,0,"no",0,16,16,16
"350","MS","F",18,"U","GT3","T",3,3,"services","services","other","mother",2,2,"no","yes","no","yes","yes","yes","yes",4,3,2,1,3,3,0,"no",0,11,11,10,0,"no",6,13,12,13
"310","GP","M",18,"U","GT3","T",2,2,"services","other","home","mother",1,2,"no","yes","yes","yes","yes","yes","no",4,4,4,2,4,5,1,"yes",15,6,7,8,0,"no",10,12,11,11
"128.2","GP","F",17,"U","GT3","T",4,3,"health","services","reputation","mother",1,3,"no","yes","no","yes","yes","yes","no",4,2,2,1,2,3,0,"yes",0,15,15,15,0,"no",0,17,18,18
"72.3","GP","F",16,"U","GT3","T",4,3,"other","at_home","course","mother",1,3,"yes","yes","no","yes","yes","yes","no",5,3,5,1,1,3,0,"yes",0,7,9,8,0,"no",2,12,13,13
"47.4","GP","F",16,"U","GT3","T",1,1,"at_home","other","home","mother",2,1,"no","yes","no","yes","yes","no","no",4,3,2,1,4,5,0,"yes",6,9,9,10,0,"no",2,12,13,13
"168","GP","F",18,"U","LE3","T",3,3,"services","services","home","mother",1,4,"no","yes","no","yes","yes","yes","no",5,3,3,1,1,1,0,"no",7,16,15,17,0,"no",4,14,14,15
"128.3","GP","F",17,"U","GT3","T",4,3,"health","services","reputation","mother",1,3,"no","yes","no","yes","yes","yes","no",4,2,2,1,2,3,0,"yes",0,15,15,15,0,"no",0,17,18,18
"116.2","GP","F",17,"U","GT3","T",2,3,"at_home","other","home","father",2,1,"no","yes","no","yes","yes","no","no",3,3,3,1,4,3,0,"yes",3,7,7,8,0,"no",4,12,13,13
"181","GP","M",15,"U","GT3","A",4,4,"other","services","reputation","mother",1,4,"no","yes","yes","no","yes","yes","yes",1,3,3,5,5,3,0,"no",4,13,13,12,0,"no",0,11,12,12
"120.2","GP","F",17,"U","GT3","T",3,2,"health","health","reputation","father",1,4,"no","yes","yes","no","yes","yes","no",5,2,2,1,2,5,0,"yes",0,17,17,18,0,"no",0,18,18,18
"56.2","GP","F",16,"U","GT3","T",2,2,"services","other","reputation","mother",2,2,"no","no","yes","no","yes","yes","no",3,4,4,1,4,5,0,"yes",2,13,13,11,0,"no",0,13,12,14
"314.2","GP","M",18,"U","GT3","T",4,3,"teacher","other","course","mother",1,2,"no","yes","no","no","yes","yes","no",4,3,2,1,1,3,0,"yes",2,8,8,8,0,"no",2,10,10,11
"31","GP","F",15,"U","GT3","T",4,4,"teacher","teacher","course","mother",2,1,"no","no","yes","yes","yes","yes","no",4,3,2,1,1,5,0,"no",0,16,16,15,0,"no",6,13,14,14
"68.3","GP","F",16,"U","GT3","T",4,2,"health","services","home","father",1,2,"no","no","no","yes","yes","yes","yes",4,2,3,1,1,3,0,"yes",0,14,15,16,0,"no",0,17,17,18
"295.1","GP","M",17,"U","LE3","T",4,3,"health","other","course","mother",2,2,"no","no","yes","yes","yes","yes","yes",2,5,5,1,4,5,0,"no",14,12,12,12,0,"no",8,15,15,15
"145.4","GP","F",18,"R","GT3","T",2,1,"other","other","reputation","mother",2,2,"no","yes","no","yes","no","yes","yes",4,3,5,1,2,3,0,"no",0,6,0,0,0,"no",12,8,9,10
"162.1","GP","F",18,"U","GT3","T",4,3,"services","other","home","father",1,2,"no","yes","no","yes","yes","yes","yes",3,1,2,1,3,2,0,"yes",21,17,18,18,0,"no",2,15,15,15
"354.1","MS","M",17,"R","GT3","T",4,3,"services","other","home","mother",2,2,"no","yes","yes","no","yes","yes","yes",4,5,5,1,3,2,0,"yes",4,13,11,11,1,"yes",4,10,11,11
"268.1","GP","M",17,"R","GT3","T",2,1,"other","other","course","mother",1,1,"no","no","no","no","yes","yes","no",4,4,2,2,4,5,0,"no",0,8,12,12,0,"no",0,12,12,13
"185.4","GP","M",15,"U","GT3","T",2,3,"other","other","home","mother",1,3,"yes","no","no","no","yes","yes","no",5,3,2,1,2,5,0,"yes",4,11,10,11,0,"no",2,10,9,9
"216.1","GP","M",15,"U","LE3","T",4,4,"teacher","other","home","other",1,1,"no","yes","no","no","yes","yes","yes",5,4,3,2,4,5,0,"no",8,12,12,12,0,"no",8,10,11,11
"130.1","GP","F",17,"U","GT3","T",4,4,"other","teacher","course","mother",1,1,"yes","yes","no","yes","yes","no","yes",4,2,1,1,1,4,0,"no",0,11,11,12,0,"no",0,13,13,13
"354.2","MS","M",17,"R","GT3","T",4,3,"services","other","home","mother",2,2,"no","yes","yes","no","yes","yes","yes",4,5,5,1,3,2,0,"yes",4,13,11,11,1,"yes",4,10,11,11
"100","GP","F",17,"R","LE3","T",2,2,"services","services","course","mother",1,3,"no","yes","yes","yes","yes","yes","no",3,3,2,2,2,3,0,"yes",3,11,11,11,0,"no",0,11,11,10
"332.3","MS","F",17,"R","GT3","T",1,1,"other","services","reputation","mother",3,1,"no","yes","no","yes","yes","yes","yes",5,2,1,1,2,1,1,"yes",0,7,6,0,1,"no",0,8,8,9
"343","MS","F",18,"R","GT3","T",4,4,"teacher","at_home","reputation","mother",3,1,"no","yes","yes","yes","yes","yes","yes",4,4,3,2,2,5,0,"yes",7,6,5,6,0,"no",4,7,9,10
"237","GP","M",16,"U","GT3","T",3,3,"other","services","course","father",1,2,"no","yes","no","yes","yes","yes","yes",4,5,5,4,4,5,1,"yes",4,10,12,12,1,"no",0,10,10,1
"108.3","GP","F",17,"U","GT3","T",1,1,"at_home","other","course","father",1,2,"no","yes","no","no","yes","yes","no",5,3,3,1,1,3,0,"no",4,5,5,6,0,"no",2,9,11,11
"13.1","GP","F",15,"U","GT3","T",1,1,"other","other","home","father",1,2,"no","yes","yes","no","yes","yes","no",4,3,2,2,3,4,0,"no",2,9,10,10,0,"no",2,13,12,12
"170","GP","F",19,"U","GT3","T",0,1,"at_home","other","course","other",1,2,"no","yes","no","no","no","no","no",3,4,2,1,1,5,3,"no",2,7,8,9,2,"no",0,9,10,11
"270.3","GP","M",17,"R","GT3","T",2,2,"services","other","course","mother",4,1,"no","yes","no","yes","yes","yes","no",4,4,5,5,5,4,0,"no",8,11,10,10,0,"no",2,11,10,10
"185.5","GP","M",15,"U","GT3","T",2,3,"other","other","home","mother",1,3,"yes","no","no","no","yes","yes","no",5,3,2,1,2,5,0,"yes",4,11,10,11,0,"no",2,10,9,9
"292.1","GP","M",17,"U","LE3","T",1,1,"health","other","course","mother",2,1,"no","yes","yes","yes","yes","yes","no",4,4,4,1,2,5,1,"no",2,7,9,8,1,"no",0,9,10,10
"128.4","GP","F",17,"U","GT3","T",4,3,"health","services","reputation","mother",1,3,"no","yes","no","yes","yes","yes","no",4,2,2,1,2,3,0,"yes",0,15,15,15,0,"no",0,17,18,18
"263.2","GP","M",16,"U","LE3","T",4,3,"services","other","reputation","mother",1,2,"no","yes","yes","yes","yes","yes","no",5,4,2,1,2,5,0,"yes",10,15,15,15,0,"no",6,12,12,13
"163.2","GP","F",18,"U","GT3","T",4,4,"health","health","reputation","father",1,2,"yes","yes","yes","yes","yes","yes","yes",2,4,4,1,1,4,1,"no",15,9,8,8,1,"no",2,14,12,13
"263.3","GP","M",16,"U","LE3","T",4,3,"services","other","reputation","mother",1,2,"no","yes","yes","yes","yes","yes","no",5,4,2,1,2,5,0,"yes",10,15,15,15,0,"no",6,12,12,13
"247.1","GP","M",16,"U","GT3","T",4,4,"services","services","other","mother",1,1,"yes","yes","yes","yes","yes","yes","no",4,5,5,5,5,4,0,"yes",14,7,7,5,0,"no",12,9,9,8
"27.1","GP","F",15,"U","GT3","T",4,4,"services","services","reputation","father",2,2,"no","no","no","yes","yes","yes","yes",4,4,4,2,3,5,2,"yes",6,7,9,8,0,"no",4,12,11,12
"315.1","GP","M",18,"U","GT3","T",4,3,"teacher","other","course","mother",1,3,"no","yes","no","yes","yes","yes","yes",5,4,5,2,3,5,0,"yes",0,10,10,9,0,"no",0,14,13,14
"246.2","GP","M",16,"U","GT3","T",4,4,"services","services","course","mother",1,1,"no","no","yes","yes","yes","yes","no",5,3,2,1,2,5,0,"no",0,13,12,12,0,"yes",4,14,15,15
"311","GP","M",18,"U","GT3","T",3,2,"services","other","course","mother",2,1,"no","no","no","yes","no","yes","no",4,4,5,2,4,5,1,"no",0,6,8,8,0,"no",8,7,8,7
"233.2","GP","M",16,"U","GT3","T",3,1,"other","other","reputation","mother",1,1,"no","no","yes","yes","yes","no","no",5,3,2,2,2,5,0,"no",2,12,12,14,0,"no",0,13,13,14
"47.5","GP","F",16,"U","GT3","T",1,1,"at_home","other","home","mother",2,1,"no","yes","no","yes","yes","no","no",4,3,2,1,4,5,0,"yes",6,9,9,10,0,"no",2,12,13,13
"12","GP","F",15,"U","GT3","T",1,1,"at_home","other","course","mother",3,1,"no","yes","yes","no","yes","yes","yes",4,3,3,1,2,4,0,"no",0,8,0,0,0,"no",6,11,12,13
"212.2","GP","M",15,"U","LE3","T",3,3,"other","other","course","mother",1,2,"no","no","yes","no","yes","yes","no",5,3,2,1,1,2,0,"no",0,8,10,12,0,"no",0,13,12,12
"304","GP","M",18,"R","LE3","T",3,3,"other","services","course","mother",1,2,"no","yes","no","yes","yes","yes","yes",4,3,3,1,3,5,1,"no",8,3,5,5,0,"no",8,10,9,10
"355.1","MS","M",17,"U","GT3","T",2,3,"other","services","home","father",2,2,"no","no","yes","yes","yes","yes","no",4,4,3,1,1,3,0,"no",2,11,11,10,0,"no",4,14,15,16
"167.2","GP","F",18,"U","LE3","T",2,2,"other","other","home","other",1,2,"no","no","yes","no","yes","yes","yes",4,3,3,1,1,2,0,"no",0,8,8,0,0,"no",0,10,9,12
"207.1","GP","M",15,"U","LE3","A",4,2,"health","health","other","father",2,1,"no","no","no","yes","yes","no","no",5,5,5,3,4,5,1,"no",6,11,11,10,0,"no",4,10,9,9
"320.1","GP","M",18,"U","LE3","T",1,1,"other","other","course","mother",1,1,"no","no","no","yes","no","yes","yes",2,3,5,2,5,4,3,"no",0,6,5,0,2,"no",0,11,9,0
"256","GP","M",16,"U","LE3","T",2,1,"at_home","other","course","mother",1,1,"no","no","yes","yes","yes","no","yes",4,4,4,3,5,5,1,"no",6,12,13,14,1,"no",6,9,10,10
"190.4","GP","M",15,"U","GT3","T",4,0,"teacher","other","course","mother",2,4,"no","no","yes","yes","yes","yes","no",3,4,3,1,1,1,0,"no",8,11,11,10,0,"no",0,12,11,11
"242.1","GP","M",16,"U","GT3","T",4,3,"health","services","reputation","mother",1,4,"no","no","yes","yes","yes","yes","no",4,2,2,1,1,2,0,"no",4,19,19,20,0,"no",2,17,17,17
"273.2","GP","M",17,"R","LE3","T",1,1,"other","services","course","mother",4,2,"no","no","yes","yes","no","no","yes",5,3,5,1,5,5,3,"no",0,5,8,7,0,"no",0,8,8,8
"12.1","GP","F",15,"U","GT3","T",1,1,"at_home","other","course","mother",3,1,"no","yes","yes","no","yes","yes","yes",4,3,3,1,2,4,0,"no",0,8,0,0,0,"no",6,11,12,13
"332.4","MS","F",17,"R","GT3","T",1,1,"other","services","reputation","mother",3,1,"no","yes","no","yes","yes","yes","yes",5,2,1,1,2,1,1,"yes",0,7,6,0,1,"no",0,8,8,9
"144.2","GP","F",18,"R","GT3","T",1,1,"at_home","other","course","mother",3,1,"no","yes","yes","no","yes","no","no",5,2,5,1,5,4,3,"no",6,9,8,10,3,"no",6,11,10,11
"234.2","GP","M",16,"U","GT3","T",3,2,"at_home","other","reputation","mother",2,3,"no","no","yes","yes","yes","yes","yes",5,3,3,1,3,2,0,"no",10,11,9,10,0,"no",0,12,12,12
"306","GP","M",18,"U","GT3","T",2,1,"services","services","other","mother",1,1,"no","no","no","no","no","yes","no",3,2,5,2,5,5,1,"no",4,6,9,8,2,"no",4,7,8,6
"291.1","GP","M",17,"U","LE3","A",4,1,"services","other","home","mother",2,1,"no","no","yes","yes","yes","yes","yes",4,5,4,2,4,5,0,"yes",30,8,8,8,0,"no",22,11,11,10
"203.1","GP","M",15,"U","GT3","T",4,4,"services","teacher","course","father",1,2,"no","yes","yes","yes","yes","yes","no",4,3,3,1,1,5,0,"no",2,19,18,18,0,"no",0,14,15,15
"208.2","GP","M",15,"U","LE3","A",4,4,"teacher","teacher","course","mother",1,1,"no","no","yes","yes","yes","yes","no",5,5,3,1,1,4,0,"no",6,18,19,19,0,"no",4,13,14,14
"81.1","GP","F",16,"U","LE3","T",1,1,"at_home","at_home","course","mother",1,1,"no","no","no","yes","yes","yes","no",3,4,4,3,3,1,0,"no",2,14,14,13,0,"no",4,10,11,11
"303","GP","M",18,"R","LE3","T",3,2,"services","other","reputation","mother",2,3,"no","yes","yes","yes","yes","yes","no",5,4,2,1,1,4,0,"yes",8,14,13,14,0,"no",0,14,15,15
"207.2","GP","M",15,"U","LE3","A",4,2,"health","health","other","father",2,1,"no","no","no","yes","yes","no","no",5,5,5,3,4,5,1,"no",6,11,11,10,0,"no",4,10,9,9
"320.2","GP","M",18,"U","LE3","T",1,1,"other","other","course","mother",1,1,"no","no","no","yes","no","yes","yes",2,3,5,2,5,4,3,"no",0,6,5,0,2,"no",0,11,9,0
